,1-ZCRm,2-Energym,3-EnergyEntropym,4-SpectralCentroidm,5-SpectralSpreadm,6-SpectralEntropym,7-SpectralFluxm,8-SpectralRolloffm,9-MFCCs1m,10-MFCCs2m,11-MFCCs3m,12-MFCCs4m,13-MFCCs5m,14-MFCCs6m,15-MFCCs7m,16-MFCCs8m,17-MFCCs9m,18-MFCCs10m,19-MFCCs11m,20-MFCCs12m,21-MFCCs13m,22-ChromaVector1m,23-ChromaVector2m,24-ChromaVector3m,25-ChromaVector4m,26-ChromaVector5m,27-ChromaVector6m,28-ChromaVector7m,29-ChromaVector8m,30-ChromaVector9m,31-ChromaVector10m,32-ChromaVector11m,33-ChromaVector12m,34-ChromaDeviationm,35-ZCRstd,36-Energystd,37-EnergyEntropystd,38-SpectralCentroidstd,39-SpectralSpreadstd,40-SpectralEntropystd,41-SpectralFluxstd,42-SpectralRolloffstd,43-MFCCs1std,44-MFCCs2std,45-MFCCs3std,46-MFCCs4std,47-MFCCs5std,48-MFCCs6std,49-MFCCs7std,50-MFCCs8std,51-MFCCs9std,52-MFCCs10std,53-MFCCs11std,54-MFCCs12std,55-MFCCs13std,56-ChromaVector1std,57-ChromaVector2std,58-ChromaVector3std,59-ChromaVector4std,60-ChromaVector5std,61-ChromaVector6std,62-ChromaVector7std,63-ChromaVector8std,64-ChromaVector9std,65-ChromaVector10std,66-ChromaVector11std,67-ChromaVector12std,68-ChromaDeviationstd,69-BPM,70-BPMconf,71-BPMessentia,class
266,0.107362172,0.062433832,3.131006092,0.226567127,0.229757484,0.93565438,0.009072912,0.195695665,-23.72827332,1.779551121,0.203818743,0.237151653,0.128360657,0.059754507,0.017018045,0.231926294,-0.025939156,0.048442181,0.154309086,0.172725455,0.061071071,0.010150131,0.002140554,0.104711108,0.006348133,0.013959599,0.006249269,0.064998586,0.001045119,0.005851647,0.008237779,0.053633049,0.003053103,0.044135147,0.050141554,0.034215414,0.142111417,0.058577336,0.026975834,0.429473633,0.008298089,0.130372794,0.800194954,0.456969285,0.281703071,0.23937662,0.200090508,0.182590349,0.182598271,0.183347021,0.176269195,0.212944129,0.173906284,0.161760934,0.153626302,0.010305674,0.001875611,0.060906924,0.004736734,0.013635013,0.004443141,0.047901217,0.000995525,0.004860934,0.00855626,0.051111444,0.002678247,0.015752379,240,0.173095945,125,Dance
267,0.095121052,0.088680364,3.215424262,0.209847303,0.224981833,0.850728316,0.00543164,0.148604411,-23.10346699,1.439760972,-0.381796652,0.236966078,-0.056618589,0.020446548,-0.114259395,0.176023683,0.169885386,0.084366714,0.098477116,0.075712941,-0.025173952,0.008713438,0.003176302,0.059267711,0.011738712,0.010929849,0.006734935,0.112605154,0.003699739,0.007353042,0.011579324,0.020290945,0.005857234,0.044791974,0.035518926,0.040549353,0.083747546,0.039340516,0.025349893,0.362860562,0.003884426,0.083605796,0.787039451,0.452870999,0.37271162,0.341476722,0.28752645,0.262988772,0.264193785,0.26731357,0.256680032,0.277862384,0.234647412,0.223275662,0.195050477,0.009868049,0.003980322,0.040362743,0.011277947,0.00966632,0.00470138,0.064116849,0.004272129,0.006805397,0.011750661,0.023276367,0.007448254,0.016958453,150,0.107172075,146,Dance
268,0.133598262,0.126147609,3.223006764,0.242197276,0.23388343,1.249422587,0.00443913,0.235910068,-21.21262648,1.373301411,-0.031152803,0.208024722,-0.039063647,0.099858069,-0.094912109,0.028444733,0.038488568,0.142389393,0.037966129,-0.075629156,-0.100821271,0.01155265,0.01106341,0.072851117,0.008796537,0.01766069,0.006745819,0.037048947,0.002639669,0.007146716,0.009780469,0.023775068,0.004607833,0.029088958,0.046558505,0.04696704,0.067835609,0.042422972,0.020814228,0.418125073,0.00317014,0.114120421,0.66378616,0.429611403,0.398821103,0.323232162,0.278692943,0.278975513,0.253155105,0.235783244,0.23211029,0.237697657,0.223479356,0.195686956,0.198584117,0.011045994,0.009632717,0.049359171,0.008644123,0.014319438,0.006385497,0.033160401,0.00373012,0.007392042,0.007534403,0.019177543,0.005075866,0.014746443,120,0.131061599,123,Dance
269,0.098322508,0.103772083,3.119246732,0.227846838,0.245009371,0.795848236,0.023882986,0.180789553,-23.70624092,1.88993226,0.103092474,0.485108081,0.384044765,0.155514243,0.084636009,0.098567616,0.066721432,0.087932733,0.038069405,0.042485349,0.103018634,0.004620356,0.001740568,0.07526181,0.00707911,0.017283662,0.004828044,0.11680815,0.002613354,0.003768872,0.007766365,0.050232591,0.00243195,0.049624325,0.086348877,0.108949005,0.182698442,0.092929662,0.035397394,0.717739502,0.030696954,0.21603229,1.626215715,0.679011745,0.391805422,0.351091594,0.255791665,0.281552475,0.234617458,0.220470716,0.190741715,0.205537276,0.187792603,0.176976485,0.165299809,0.005461821,0.002091552,0.073515917,0.008795038,0.01804935,0.004482428,0.128745742,0.004589477,0.005207498,0.009773314,0.053096731,0.002921093,0.031125738,120,0.318104496,124,Dance
270,0.185841333,0.113401077,3.087890011,0.309034251,0.267873079,1.414451545,0.014276739,0.373713742,-23.43817087,1.451186379,0.332232839,0.494495166,0.097974996,0.007974991,0.106884248,0.05287115,0.00977652,0.028268599,0.033234327,0.060820169,0.12356612,0.012628471,0.001840103,0.060159012,0.00654594,0.01035204,0.005571897,0.073983673,0.001321539,0.003844756,0.010227946,0.049169065,0.003179019,0.036550813,0.120948171,0.131620823,0.248953185,0.101411055,0.023778031,0.922971593,0.015970878,0.278828269,1.653829066,0.81409223,0.460321983,0.405706606,0.327491695,0.311630462,0.297080114,0.29861442,0.301971986,0.259613135,0.2409271,0.255557639,0.238664655,0.011422224,0.002518867,0.054435743,0.007011866,0.013602771,0.006484735,0.085744761,0.001674054,0.004448884,0.01075072,0.055474562,0.004220435,0.024521652,120,0.220843672,126,Dance
271,0.125958763,0.137158379,3.169621726,0.257828446,0.245835251,1.147559859,0.004440416,0.239130449,-21.85099686,1.462377936,0.020846901,0.298034479,0.099107961,-0.023373493,0.201651277,0.189413374,0.18245654,0.082200453,0.119065119,0.030147802,-0.052526005,0.006598188,0.003005502,0.106062645,0.004057392,0.014516861,0.00414332,0.096067952,0.001067033,0.002921662,0.015266555,0.026090717,0.002762775,0.049592438,0.055486323,0.057143872,0.132382398,0.04748708,0.020113242,0.489781977,0.003731406,0.142044761,0.770507536,0.611771875,0.457306956,0.305529684,0.26419739,0.217346769,0.247481499,0.221267138,0.232744402,0.265130436,0.217515066,0.219775287,0.183070823,0.005515095,0.003589078,0.077022847,0.004928501,0.010961019,0.003259949,0.056916118,0.001580741,0.00302911,0.01296647,0.019982246,0.002915861,0.020463436,150,0.099438653,75,Dance
272,0.071775739,0.124803269,3.132927713,0.179066671,0.209574473,0.641756896,0.014763497,0.123630281,-23.03650367,1.934869642,-0.274035607,0.305818924,-0.087097942,0.216773288,0.044082344,0.070222819,-0.014723292,0.059983459,-0.017791411,-0.011694836,-0.014850528,0.021670936,0.004210034,0.084538188,0.007517026,0.015594524,0.014989949,0.09293266,0.001502586,0.004533188,0.006319506,0.026258147,0.006406462,0.045997353,0.041504754,0.072257876,0.146669622,0.057270219,0.033762092,0.413981051,0.01483189,0.109752499,1.275308229,0.608257472,0.518801658,0.383537216,0.344366896,0.315263047,0.257086175,0.265128128,0.289058354,0.25309622,0.224188097,0.2064577,0.228020696,0.024773989,0.005323504,0.064446878,0.007477195,0.024008121,0.016263954,0.063453479,0.002098374,0.005057174,0.006595698,0.023700212,0.009405042,0.019638447,120,0.186269147,122,Dance
273,0.163573407,0.099444905,3.223637445,0.286819667,0.251812922,1.481565931,0.003972157,0.317947154,-21.89995154,1.102710574,-0.135102252,0.092798367,0.077410175,-0.03109481,-0.13875322,-0.07676072,0.052802772,0.165916677,0.18456313,0.046097314,0.019185101,0.008530399,0.003528459,0.055571071,0.007055256,0.012065536,0.006707539,0.072364676,0.006085978,0.009533281,0.011313357,0.018254904,0.006427979,0.032987421,0.056388705,0.044516693,0.092060652,0.043345555,0.015710424,0.459420817,0.0029885,0.134583553,0.656104279,0.429742779,0.376132519,0.297590929,0.248310101,0.242981654,0.23717862,0.242837199,0.237284707,0.226559809,0.221236569,0.208266574,0.178065282,0.007741498,0.003848682,0.051781012,0.006610163,0.010744322,0.006222671,0.052595746,0.006497359,0.009219177,0.010532651,0.019717326,0.007195371,0.01542303,200,0.098501665,106,Dance
274,0.083243127,0.134782774,3.174644376,0.207973097,0.231520764,0.693000678,0.008438664,0.141956491,-22.13747221,1.876644856,0.152056568,0.233538361,-0.021107381,-0.083467384,-0.094746842,0.129544814,0.297852537,0.347885673,0.180733282,-0.023280742,-0.060483049,0.007879531,0.004731282,0.119117213,0.003422366,0.00731726,0.006969012,0.084453871,0.001197874,0.004107419,0.015412058,0.052300758,0.010271905,0.051402082,0.049415619,0.075550211,0.100021289,0.059833387,0.029559236,0.403477517,0.006781796,0.132125317,0.765374545,0.410917109,0.335837523,0.331999855,0.268334963,0.25312932,0.231574262,0.210999642,0.215636545,0.224173697,0.210919308,0.19596838,0.182425998,0.007754443,0.005748952,0.099353309,0.004049007,0.007847181,0.00649755,0.069848872,0.001792187,0.005242561,0.013857371,0.039058224,0.01181912,0.023293729,120,0.205188067,120,Dance
275,0.149590159,0.093678882,3.128295396,0.280008555,0.255393082,1.274977487,0.008476718,0.283845958,-22.65010103,1.352659466,0.132346579,0.363569002,0.007791037,0.095876959,-0.135894042,0.042542541,-0.050391014,-0.048490491,0.011882046,0.095280599,0.074977424,0.010151045,0.007751497,0.039959351,0.003938634,0.014783058,0.014545991,0.079821725,0.002071877,0.004336177,0.012190816,0.019913605,0.003020894,0.030321118,0.081809241,0.066674758,0.179939335,0.078138712,0.028072661,0.668218939,0.009097021,0.205974719,1.378728303,0.814069564,0.478863245,0.347803205,0.315087124,0.280193203,0.257377001,0.234601705,0.233404725,0.223055521,0.22808497,0.211213336,0.181671656,0.010304945,0.00656456,0.032731732,0.003753231,0.012804564,0.01244326,0.076588246,0.002604901,0.004081769,0.010312907,0.018538048,0.003105879,0.018984347,120,0.189336801,122,Dance
276,0.092867633,0.143181153,3.193064542,0.244460281,0.266576965,0.677696506,0.005513621,0.121488402,-21.97234417,1.947276703,0.150892494,0.362736876,0.109489097,0.16656705,-0.013527381,-0.00597492,-0.055300732,-0.067293486,0.004729704,0.072078246,0.085507197,0.014861553,0.002431408,0.111253434,0.005557022,0.02417836,0.009150613,0.072827483,0.001797219,0.004167422,0.00960672,0.045863554,0.003760355,0.049700558,0.036439677,0.039031791,0.0650516,0.043374794,0.023036561,0.279454316,0.00544019,0.091427741,0.599156308,0.369909047,0.361480477,0.257986581,0.252992759,0.265209848,0.260913036,0.24146948,0.23519262,0.235374465,0.235086888,0.233391959,0.207562588,0.011453296,0.002819511,0.058843173,0.004803441,0.017321394,0.009639438,0.062358456,0.002476362,0.004635365,0.007167099,0.029534146,0.004080732,0.014940303,100,0.126295155,101,Dance
277,0.094507554,0.063072614,3.204942958,0.207420787,0.228910745,0.810066852,0.007529974,0.146548938,-23.56605629,1.543253769,-0.335500462,0.516314557,0.112099577,0.313876367,-0.025958657,0.088671422,0.035951323,-0.148021209,0.098364651,0.182509719,-0.146254044,0.007867905,0.006641378,0.100265385,0.005557707,0.0072793,0.007260452,0.084556327,0.003868084,0.005334236,0.00814092,0.023428413,0.003760718,0.043122544,0.036567589,0.032576352,0.077438574,0.044115172,0.027882144,0.319452247,0.007121414,0.087333241,0.597582864,0.381165211,0.333696971,0.26745952,0.232603192,0.22653309,0.222754,0.212041875,0.208800285,0.216016055,0.216748014,0.208239232,0.193782086,0.007073715,0.006530774,0.063447771,0.005570089,0.006752308,0.006694113,0.074007904,0.004282727,0.005099105,0.008351131,0.024188671,0.004545238,0.018960013,120,0.18939191,124,Dance
278,0.121263094,0.123489927,3.197519024,0.257484317,0.253670216,1.068785413,0.006234701,0.201877488,-21.92252547,1.113399685,-0.301911879,0.152859927,-0.061891163,0.01351414,-0.037909103,0.097463153,-0.004432771,-0.093040372,0.025251427,-0.020121069,0.009544497,0.010356157,0.006434451,0.131085541,0.007950289,0.012104806,0.007531978,0.070043925,0.003468667,0.004319752,0.004836907,0.017731595,0.003810672,0.051746319,0.051686371,0.057723307,0.088367713,0.044594021,0.020773378,0.45166859,0.004845039,0.123236793,0.918341454,0.528819603,0.415714573,0.351148318,0.290382413,0.272853874,0.28651447,0.26906582,0.259307737,0.266279426,0.262609836,0.242042931,0.214671001,0.012123048,0.007731081,0.077190224,0.008646562,0.015429501,0.008338249,0.070810633,0.00430272,0.006052578,0.005993905,0.02142238,0.005093603,0.023758345,200,0.119779354,100,Dance
279,0.127157282,0.107875975,3.212224672,0.253532029,0.251094063,1.088196732,0.007286604,0.23869623,-22.1056101,1.56070575,-0.059576343,0.193223495,-0.018808701,-0.052495289,-0.07182922,0.104584946,0.204200853,0.131835229,-0.087848713,-0.013712496,0.001334627,0.01026481,0.003762428,0.053144273,0.007795965,0.009546619,0.00924936,0.086487016,0.001307352,0.003518967,0.014414783,0.037981077,0.010262933,0.03722902,0.068429781,0.05732944,0.108499015,0.066932784,0.026096654,0.552827639,0.006358899,0.178529689,0.928885532,0.522344588,0.402006702,0.345152106,0.265288082,0.247419743,0.24624938,0.248028487,0.254999475,0.255738883,0.25406255,0.236480419,0.210961739,0.010391511,0.004407657,0.053140855,0.008243985,0.010617629,0.011224398,0.068670894,0.002219157,0.003920358,0.015404032,0.032607725,0.012805613,0.019311508,120,0.170668058,124,Dance
280,0.096493258,0.141704248,3.107597014,0.215223558,0.238430002,0.72516072,0.009963605,0.158002237,-22.3653305,2.168480142,-0.032466842,0.326524546,0.049449521,0.047554584,0.016404001,0.024313303,0.099815874,-0.007496443,0.027225171,0.034395768,0.008585644,0.012424859,0.003592804,0.08699627,0.012926747,0.022008198,0.010829463,0.081278158,0.00174259,0.005703671,0.009566344,0.025699256,0.004621138,0.040302671,0.063633841,0.074346073,0.20888518,0.07195669,0.036243571,0.49741634,0.007980647,0.155192865,1.137335084,0.665161103,0.48896691,0.305276548,0.267779804,0.237748401,0.259224868,0.233052694,0.210098276,0.209733752,0.201540484,0.198966449,0.207618922,0.01390725,0.004461013,0.071928119,0.013145251,0.019529109,0.011635003,0.061633386,0.002931832,0.005884128,0.00830771,0.02280759,0.005885567,0.020313462,120,0.151052632,123,Dance
281,0.086844175,0.038963953,3.000496778,0.191963817,0.213167194,0.749739349,0.012520496,0.152538526,-24.66066784,1.852271699,-0.585959321,0.211678663,0.001839305,0.065970043,0.016974997,0.093722882,0.011126427,-0.044074831,0.042737048,0.032823368,0.035221485,0.006959869,0.006652712,0.062848459,0.00647039,0.015338946,0.011892633,0.069589885,0.002525596,0.00842579,0.011990217,0.024958731,0.008187713,0.035697275,0.054405943,0.039863305,0.330062003,0.072574471,0.045405975,0.541864152,0.009497766,0.143951489,1.801461893,0.811378737,0.639078469,0.410932751,0.338550621,0.266301242,0.260358579,0.255769933,0.242118118,0.252827834,0.200490091,0.208040337,0.18632544,0.007868934,0.007832191,0.079517998,0.006429114,0.016251981,0.011898601,0.05935571,0.003210875,0.010390924,0.013125452,0.028297849,0.009378092,0.021815658,120,0.19377335,124,Dance
282,0.09181528,0.090504198,3.15997857,0.218089267,0.23720426,0.837172678,0.005568363,0.140161827,-22.53885228,1.400948557,-0.024255019,0.524459304,0.130566614,0.084075926,0.14412597,0.254531151,0.100067306,0.093548529,0.056246515,0.061160769,0.011984192,0.007880563,0.005542795,0.13436555,0.005459654,0.008904856,0.012731867,0.051071251,0.001088099,0.008217995,0.008827467,0.05097404,0.002825917,0.050747651,0.039594537,0.036975041,0.094246731,0.047159884,0.023825878,0.341200632,0.004306011,0.092149164,0.587232234,0.457862512,0.351535757,0.272201261,0.23982931,0.237444342,0.228563514,0.218266593,0.235874617,0.223397547,0.20981736,0.1981114,0.17296768,0.006191804,0.005926295,0.064833375,0.005405238,0.009622538,0.009672167,0.039971602,0.001259618,0.006612605,0.006699944,0.032693238,0.002905507,0.015588665,150,0.085777532,72,Dance
283,0.127946855,0.120771687,3.201615958,0.255211721,0.245520337,1.187934305,0.004496019,0.229754354,-21.31077259,1.305873729,-0.100555471,0.19990469,0.034664167,0.100325626,0.103447946,0.002589599,-0.074190964,0.100496876,0.040142306,0.054409578,-0.039255519,0.011080638,0.00291055,0.077632733,0.00983014,0.010709515,0.00666175,0.090812109,0.004891815,0.006226541,0.012945928,0.017589717,0.00520262,0.038553352,0.045451463,0.041447844,0.089925527,0.044826985,0.021970328,0.416518312,0.002699862,0.120266515,0.759530308,0.447909885,0.349205365,0.292399852,0.261122695,0.259651999,0.240307369,0.234701795,0.227338823,0.220572224,0.222913945,0.214056414,0.1933832,0.009740218,0.003214911,0.042022569,0.010357362,0.010622813,0.006457256,0.052967044,0.006033975,0.006886785,0.012561984,0.013749089,0.005080539,0.015129012,150,0.130152386,146,Dance
284,0.081362057,0.089579215,3.118443927,0.202318524,0.225549265,0.738960229,0.012544131,0.132934935,-23.11037992,1.745647737,0.32676629,0.345044404,0.126405251,0.119529432,-0.036369839,0.070467663,-0.048719681,0.128844589,0.08622231,0.024058032,0.027816714,0.009543467,0.001791818,0.104669119,0.005779871,0.019879103,0.007466005,0.11938551,0.001239486,0.004840418,0.00723672,0.028630069,0.00222346,0.051070733,0.045953041,0.041533356,0.137270159,0.061637742,0.034918044,0.434608591,0.011352978,0.106882,1.030419773,0.613668439,0.448516094,0.320635395,0.289973768,0.270539515,0.229368817,0.225043449,0.239961216,0.20072784,0.199356083,0.175158674,0.162975875,0.009329021,0.002239241,0.074835203,0.005907747,0.019931586,0.0064369,0.081691773,0.001665591,0.00501283,0.008334509,0.031625,0.002422582,0.020693188,120,0.170970168,121,Dance
285,0.095285545,0.0487046,3.084332954,0.244596358,0.256376231,0.642987739,0.013306184,0.18271886,-24.69295738,2.517815461,0.330815245,0.204438671,0.041140344,0.048768895,0.058951672,0.010575507,-0.040368169,-0.100279356,0.02838723,0.127023342,0.103127297,0.009781902,0.004713617,0.102065772,0.008016732,0.034712767,0.009050236,0.06086963,0.001341363,0.0070656,0.008448205,0.033461052,0.002024546,0.045032536,0.078049991,0.045200147,0.188884628,0.101877289,0.042846458,0.571785641,0.011708453,0.233580579,1.565726214,0.625874425,0.405624886,0.343070382,0.334958257,0.28915341,0.265945817,0.256058482,0.249272683,0.240285311,0.244590766,0.218148408,0.204643741,0.012230747,0.007032538,0.086957457,0.010355772,0.03173427,0.010874537,0.070353112,0.001899771,0.010179679,0.01044906,0.041055061,0.002957367,0.02195196,120,0.238970588,119,Dance
286,0.085219358,0.115467386,3.163118591,0.187563803,0.211549843,0.783116067,0.01037875,0.140300689,-22.66997493,1.698122538,-0.178085107,0.395269506,-0.140553787,0.087366874,0.064440934,0.280617506,0.033710681,-0.054838562,-0.077483924,0.061969164,0.066590596,0.010141416,0.009746263,0.069509448,0.007552187,0.018099185,0.008466203,0.056031581,0.003509946,0.005983682,0.008589312,0.035808687,0.003620755,0.034628415,0.041590312,0.067853041,0.177190933,0.056252629,0.035938046,0.3916684,0.00860439,0.100797752,1.236741238,0.578050315,0.424794067,0.318812734,0.283106127,0.276705559,0.327439724,0.246080472,0.242316486,0.272618314,0.249558949,0.232676637,0.204402562,0.010801655,0.012566064,0.051703569,0.008668645,0.016055226,0.008008946,0.060103715,0.004229277,0.007390339,0.009064622,0.032202686,0.005052614,0.018330873,120,0.178504422,123,Dance
287,0.144457287,0.093441174,3.171975625,0.277858721,0.272741294,1.154731544,0.005164332,0.256206817,-21.90562119,1.645874727,0.163635298,0.043291817,0.060000827,0.17221503,0.089765683,-0.169787791,-0.155816344,-0.144208016,0.06147833,-0.037593096,-0.022412612,0.02429028,0.003713759,0.048228417,0.008679814,0.022263407,0.010408183,0.082425862,0.003807641,0.006272856,0.008405245,0.019727661,0.004018885,0.031704287,0.059873601,0.051069416,0.136228393,0.048651711,0.020808479,0.462957468,0.004404713,0.163086175,0.86849679,0.422239282,0.331156275,0.289600693,0.24830036,0.238728256,0.252656389,0.255693346,0.258100315,0.239120458,0.240933559,0.213041905,0.199678215,0.02208011,0.004588113,0.030349059,0.0084064,0.019410722,0.009243953,0.068676903,0.005252795,0.008253898,0.007225547,0.016907336,0.004451328,0.018727083,109.0909091,0.12185834,106,Dance
288,0.085925829,0.092581268,3.151522245,0.204287863,0.227667273,0.746515454,0.009057933,0.14737459,-22.75609795,2.071756936,0.350390807,0.364020191,0.060626359,0.221121826,-0.072389657,0.060192,0.009497221,-0.027439086,0.041026121,0.063260106,0.003786145,0.012707132,0.007639278,0.106230437,0.006572279,0.023428168,0.010390164,0.057779416,0.00215462,0.00522921,0.013788616,0.027129981,0.003311596,0.041194487,0.046684103,0.059475311,0.125495071,0.056352109,0.030501212,0.448589795,0.00906115,0.122335779,1.062345045,0.536650117,0.382501155,0.326914535,0.265654297,0.249648189,0.24053344,0.226244151,0.232453741,0.208624879,0.215844902,0.206591501,0.196348453,0.012520269,0.007388389,0.097516388,0.006949251,0.019605614,0.009930498,0.048850035,0.00268837,0.005700847,0.010339579,0.02339652,0.003567133,0.024153627,109.0909091,0.113059409,107,Dance
289,0.066340107,0.129332198,3.166075226,0.187489117,0.228310412,0.496981777,0.011546013,0.099032541,-22.87165544,2.420186284,0.56060823,0.184247459,-0.091355582,0.138555118,-0.004189695,0.064801091,-0.075638899,-0.081070362,-0.157969606,0.058575075,0.029273883,0.01387299,0.001681257,0.105449656,0.027976476,0.019581591,0.012117954,0.082987731,0.000836019,0.004900989,0.014632893,0.029712828,0.002264734,0.05139919,0.040226501,0.064962516,0.101368256,0.059029879,0.031984678,0.358487628,0.009889773,0.097361668,1.174815253,0.540249767,0.435808921,0.327119267,0.290937642,0.304858197,0.272390678,0.250667759,0.259723009,0.232948931,0.255392037,0.26158864,0.238108096,0.014295477,0.002328988,0.084153216,0.026439692,0.016375411,0.01383424,0.074273551,0.001259207,0.006308326,0.014592501,0.025780209,0.003134979,0.020767332,120,0.170195216,121,Dance
290,0.094255003,0.103895429,3.199079395,0.19802585,0.214597081,0.911243226,0.006360031,0.161356664,-22.35256385,1.616824505,0.143642504,0.329678079,0.144744342,0.006357421,0.050096021,0.122524649,0.082917172,-0.038301834,-0.031894999,0.050088885,-0.045597007,0.010333607,0.003852631,0.085667719,0.009995636,0.015808053,0.007888592,0.090086267,0.002044371,0.00483927,0.01324573,0.025809719,0.003833315,0.039796403,0.041214101,0.054723821,0.098096191,0.03953043,0.024448772,0.396960301,0.004446678,0.092223231,0.685238072,0.487868344,0.338718079,0.341697271,0.259638376,0.254636094,0.242415618,0.237830243,0.233316524,0.229203544,0.217851148,0.214285605,0.213772391,0.009703958,0.004449502,0.046149238,0.009400096,0.013776451,0.008767109,0.056798859,0.003344941,0.004749556,0.01112034,0.018704615,0.004750371,0.015128515,171.4285714,0.114111055,80,Dance
291,0.132535303,0.077304959,3.180675654,0.258502038,0.258773593,1.023171259,0.005073315,0.235489381,-22.59053988,1.915668659,-0.10506774,-0.043876708,-0.15899336,-0.106424614,-0.068962037,0.118163233,0.131338728,-0.027601486,-0.209223124,-0.119900573,-0.05835203,0.027516348,0.005416833,0.080135332,0.015611454,0.012069037,0.005443389,0.032302074,0.001449692,0.007454664,0.006117045,0.027092266,0.008940038,0.032424131,0.064123012,0.041434485,0.153446114,0.063468528,0.026460454,0.501403726,0.003437844,0.167232219,1.075162897,0.570332293,0.417596541,0.373904463,0.253304815,0.26314119,0.253720756,0.223748702,0.224014289,0.25192409,0.270151685,0.23411721,0.20503899,0.025345736,0.006028864,0.050922303,0.017265504,0.012567203,0.004705222,0.033841185,0.001846659,0.006872447,0.005018859,0.024504636,0.009207525,0.01463203,200,0.115183246,96,Dance
292,0.117661827,0.085940572,3.149465662,0.251098182,0.258482607,0.858684215,0.006870216,0.196985027,-23.78589287,1.921441205,0.150641939,0.12924661,0.02657368,0.045964653,-0.070789953,0.17707575,0.14675355,-0.021793215,-0.171706924,-0.102127287,-0.102431302,0.019877711,0.005062058,0.135486527,0.011656357,0.01249555,0.008888822,0.044309231,0.00136326,0.004479396,0.007386406,0.019745664,0.006688281,0.04729433,0.067856041,0.041103342,0.132526132,0.069480182,0.025900065,0.529010972,0.005368527,0.170247739,1.054314383,0.614681199,0.476090178,0.369676411,0.29481012,0.301667472,0.28249595,0.259919497,0.243800238,0.229031968,0.228251543,0.225685688,0.19620322,0.018692843,0.007164455,0.066334463,0.013731782,0.011463934,0.005137302,0.045481658,0.002227459,0.005261059,0.006421297,0.016909423,0.007389351,0.017211208,200,0.119727891,101,Dance
293,0.087645569,0.084745655,3.110555032,0.213960243,0.240406639,0.615348232,0.009720447,0.140657895,-24.14863926,2.150741553,0.116662572,0.179944977,0.187960571,0.259256197,0.041715393,0.014538665,-0.065465289,-0.032827633,0.062649741,0.131197134,0.097143076,0.004445475,0.001591732,0.09208283,0.006627577,0.028670263,0.009372549,0.136240797,0.002247245,0.005707173,0.007708435,0.02698011,0.002543492,0.055468912,0.056712087,0.083391982,0.147476147,0.063492975,0.027554346,0.470308821,0.010506677,0.144410264,1.036664602,0.540947152,0.351117707,0.294589881,0.244885176,0.27262687,0.214278648,0.224651302,0.207213809,0.217528504,0.215578914,0.19708701,0.174997943,0.004526103,0.001820212,0.052343308,0.007767139,0.025195729,0.007830423,0.087708533,0.003306608,0.005975632,0.007679003,0.022650094,0.003026683,0.02028058,120,0.104027741,90,Dance
294,0.129644864,0.132856447,3.145401461,0.243581373,0.234480952,1.135681621,0.009419034,0.220211458,-21.95673961,1.305464075,-0.014393043,0.130141014,-0.027222889,0.107015285,0.027362468,0.037281097,0.076312655,0.180167768,0.010154279,0.064455699,-0.073779017,0.009756081,0.003580613,0.06478716,0.008010507,0.015096452,0.005395898,0.073340127,0.002303342,0.008424922,0.010879883,0.025688361,0.004709599,0.034558031,0.073315803,0.075687642,0.186200861,0.063873087,0.023700025,0.583624918,0.007372821,0.160325364,1.271856872,0.650494548,0.511555147,0.413898154,0.348641856,0.316538689,0.293167074,0.273078688,0.254657792,0.25867641,0.242757725,0.223015642,0.224977341,0.011118679,0.005015638,0.056865073,0.008958834,0.018014999,0.005869293,0.080167626,0.003713437,0.009657327,0.013069055,0.02818354,0.006489965,0.021784577,120,0.151835093,124,Dance
295,0.146009309,0.09576275,3.207173878,0.270174794,0.251257211,1.291082275,0.004010003,0.285627766,-21.8154974,1.347904144,-0.12013034,0.129328964,0.10052159,-0.061659445,-0.05181158,0.022525642,0.149537518,0.114942036,0.021518157,0.009967642,-0.028409406,0.011263451,0.006124859,0.070611818,0.008688128,0.012038952,0.011503263,0.075227427,0.002843457,0.00401745,0.008841034,0.029539101,0.007930303,0.034725076,0.053593008,0.042418255,0.0919612,0.051180124,0.022072856,0.440363896,0.002649134,0.147196564,0.757141897,0.43763915,0.333646712,0.312699296,0.252115993,0.252398455,0.243378086,0.26858415,0.247798426,0.242222292,0.221370949,0.213611271,0.187658894,0.012440783,0.007132199,0.047534757,0.010345928,0.011049405,0.01053456,0.049082502,0.003478208,0.004468353,0.007256296,0.023271067,0.007003033,0.014333982,120,0.169430052,123,Dance
